comment,label,reply
This is laughably bad.,troll,"I respect your opinion, and I'll keep improving."
This is the worst thing I've seen.,troll,I apologize if this didn't meet your expectations.
Great job on this project!,appreciation,"That means a lot, thanks!"
Great job on this project!,appreciation,"Thank you, that means the world to me!"
I love your work!,appreciation,"That means a lot, thanks!"
Terrible effort!,troll,Apologies if this wasn't up to the mark.
Fantastic effort!,appreciation,Grateful for your support!
"This helped me a lot, thank you!",appreciation,Grateful for your support!
You're really talented!,appreciation,I appreciate the encouragement!
This is the worst thing I've seen.,troll,Apologies if this wasn't up to the mark.
How do you even call this good?,troll,"Thanks for your feedback, I'll work on it."
This is amazing!,appreciation,Thanks a lot!
Stop posting garbage.,troll,"Sorry to hear that, I'll try to improve."
Pathetic!,troll,I apologize if this didn't meet your expectations.
Great job on this project!,appreciation,Thank you so much!
This is amazing!,appreciation,Grateful for your support!
Terrible effort!,troll,"I understand your frustration, I'll do better."
This is outstanding!,appreciation,I'm happy you liked it!
Keep up the great work!,appreciation,"That means a lot, thanks!"
Pathetic!,troll,"I understand your frustration, I'll do better."
This is a complete waste of time.,troll,I apologize if this didn't meet your expectations.
You should just quit.,troll,I apologize if this didn't meet your expectations.
I love your work!,appreciation,"Thank you, that means the world to me!"
How do you even call this good?,troll,"Thanks for your feedback, I'll work on it."
How do you even call this good?,troll,"Thanks for your feedback, I'll work on it."
You're really talented!,appreciation,Grateful for your support!
This is an embarrassment.,troll,"I respect your opinion, and I'll keep improving."
This is laughably bad.,troll,"Sorry to hear that, I'll try to improve."
I really appreciate your hard work!,appreciation,"Thank you, that means the world to me!"
Brilliant execution!,appreciation,"Thank you, that means the world to me!"
Pathetic!,troll,Apologies if this wasn't up to the mark.
This is the worst thing I've seen.,troll,"I respect your opinion, and I'll keep improving."
How do you even call this good?,troll,"I understand your frustration, I'll do better."
How do you even call this good?,troll,"Sorry to hear that, I'll try to improve."
I've seen better work from a 5-year-old.,troll,"Thanks for your feedback, I'll work on it."
Terrible effort!,troll,I'm always open to constructive criticism.
This is outstanding!,appreciation,Really appreciate it!
Very well done!,appreciation,"Thank you, that means the world to me!"
This is outstanding!,appreciation,Thanks a ton!
I love your work!,appreciation,Thanks a lot!
Fantastic effort!,appreciation,Grateful for your support!
This is amazing!,appreciation,I appreciate your kind words!
Very well done!,appreciation,Thanks a lot!
Very well done!,appreciation,Really appreciate it!
I love your work!,appreciation,Thank you so much!
You have no idea what you're doing.,troll,I'm always open to constructive criticism.
This is a complete waste of time.,troll,I'm sorry you feel that way.
You're an inspiration!,appreciation,Grateful for your support!
Did you even try?,troll,"I understand your frustration, I'll do better."
How do you even call this good?,troll,"I respect your opinion, and I'll keep improving."
Fantastic effort!,appreciation,I'm happy you liked it!
I love your work!,appreciation,Grateful for your support!
This is the worst thing I've seen.,troll,"I respect your opinion, and I'll keep improving."
You should just quit.,troll,"Sorry to hear that, I'll try to improve."
Keep up the great work!,appreciation,"That means a lot, thanks!"
Very well done!,appreciation,Really appreciate it!
I really appreciate your hard work!,appreciation,Thanks a ton!
Did you even try?,troll,"I understand your frustration, I'll do better."
This is an embarrassment.,troll,I apologize if this didn't meet your expectations.
You're an inspiration!,appreciation,Thanks a lot!
I really appreciate your hard work!,appreciation,I appreciate the encouragement!
Pathetic!,troll,"I understand your frustration, I'll do better."
This is a complete waste of time.,troll,"I understand your frustration, I'll do better."
Terrible effort!,troll,"Sorry to hear that, I'll try to improve."
I love your work!,appreciation,Thank you so much!
This is the worst thing I've seen.,troll,"Sorry to hear that, I'll try to improve."
Did you even try?,troll,I'm sorry you feel that way.
You're really talented!,appreciation,I appreciate your kind words!
This is the worst thing I've seen.,troll,"I respect your opinion, and I'll keep improving."
I really appreciate your hard work!,appreciation,"Thank you, that means the world to me!"
"This helped me a lot, thank you!",appreciation,Thanks a ton!
Pathetic!,troll,I apologize if this didn't meet your expectations.
This is amazing!,appreciation,Really appreciate it!
You're really talented!,appreciation,I appreciate the encouragement!
You have no idea what you're doing.,troll,"Thanks for your feedback, I'll work on it."
This is outstanding!,appreciation,"Thank you, that means the world to me!"
You have no idea what you're doing.,troll,"I respect your opinion, and I'll keep improving."
You're an inspiration!,appreciation,"That means a lot, thanks!"
I really appreciate your hard work!,appreciation,Thanks a ton!
Very well done!,appreciation,Grateful for your support!
I really appreciate your hard work!,appreciation,Grateful for your support!
This is the worst thing I've seen.,troll,"I understand your frustration, I'll do better."
I really appreciate your hard work!,appreciation,"That means a lot, thanks!"
Did you even try?,troll,"Sorry to hear that, I'll try to improve."
Great job on this project!,appreciation,I'm happy you liked it!
This is amazing!,appreciation,I appreciate the encouragement!
How do you even call this good?,troll,Apologies if this wasn't up to the mark.
Keep up the great work!,appreciation,"Thank you, that means the world to me!"
Brilliant execution!,appreciation,"That means a lot, thanks!"
This is outstanding!,appreciation,Grateful for your support!
You're really talented!,appreciation,"That means a lot, thanks!"
Great job on this project!,appreciation,Thanks a ton!
Terrible effort!,troll,"I understand your frustration, I'll do better."
Keep up the great work!,appreciation,Grateful for your support!
This is outstanding!,appreciation,Really appreciate it!
Fantastic effort!,appreciation,I appreciate your kind words!
This is the worst thing I've seen.,troll,"Sorry to hear that, I'll try to improve."
You have no idea what you're doing.,troll,"I understand your frustration, I'll do better."
Fantastic effort!,appreciation,Really appreciate it!
This is an embarrassment.,troll,Apologies if this wasn't up to the mark.
This is the worst thing I've seen.,troll,Apologies if this wasn't up to the mark.
Terrible effort!,troll,"I respect your opinion, and I'll keep improving."
This is a complete waste of time.,troll,I apologize if this didn't meet your expectations.
This is a complete waste of time.,troll,I'm always open to constructive criticism.
This is laughably bad.,troll,"Thanks for your feedback, I'll work on it."
Very well done!,appreciation,I appreciate your kind words!
I love your work!,appreciation,Thanks a lot!
Terrible effort!,troll,"Thanks for your feedback, I'll work on it."
This is the worst thing I've seen.,troll,"I understand your frustration, I'll do better."
You're an inspiration!,appreciation,I appreciate the encouragement!
"This helped me a lot, thank you!",appreciation,Really appreciate it!
This is an embarrassment.,troll,I'm always open to constructive criticism.
Very well done!,appreciation,Grateful for your support!
I love your work!,appreciation,"That means a lot, thanks!"
"This helped me a lot, thank you!",appreciation,I appreciate the encouragement!
Fantastic effort!,appreciation,Grateful for your support!
You're an inspiration!,appreciation,I'm happy you liked it!
Very well done!,appreciation,I appreciate your kind words!
Great job on this project!,appreciation,Thank you so much!
This is laughably bad.,troll,I apologize if this didn't meet your expectations.
This is laughably bad.,troll,I'm always open to constructive criticism.
You have no idea what you're doing.,troll,I'm always open to constructive criticism.
This is the worst thing I've seen.,troll,"I understand your frustration, I'll do better."
How do you even call this good?,troll,I apologize if this didn't meet your expectations.
Pathetic!,troll,"I respect your opinion, and I'll keep improving."
Did you even try?,troll,"I understand your frustration, I'll do better."
Very well done!,appreciation,I'm happy you liked it!
Very well done!,appreciation,"Thank you, that means the world to me!"
This is laughably bad.,troll,"Thanks for your feedback, I'll work on it."
Very well done!,appreciation,I'm happy you liked it!
This is an embarrassment.,troll,"Sorry to hear that, I'll try to improve."
I really appreciate your hard work!,appreciation,Grateful for your support!
This is a complete waste of time.,troll,I apologize if this didn't meet your expectations.
Pathetic!,troll,I'm always open to constructive criticism.
Did you even try?,troll,I'm sorry you feel that way.
